sample_id,group,original_text,domain,emotion_true,llm_raw_output,malformation_type,stage1_output,repaired_output,llm_emotion,repaired_emotion,vad_distance,crosses_epsilon,A1_is_distorted,A2_severity,A3_correct_emotion,annotator_notes
S054,SAFE,The product sparked concern immediately — sharp edges not mentioned.,Amazon,fear,"{""emotion"": ""fear"", ""polar",truncated_output,"{""emotion"": ""fear"", ""polarity"": ""negative"", ""intensity"": 0.86}","{""emotion"": ""anxiety"", ""polarity"": ""negative"", ""intensity"": 0.62}",fear,anxiety,0.14,NO,,,,
S055,SAFE,I'm anxious about the chemicals in this. No safety information provided.,Amazon,fear,"{""polarity"": ""negative"", ""intensity"": 0.78}",schema_field_missing,"{""emotion"": ""fear"", ""polarity"": ""negative"", ""intensity"": 0.88}","{""emotion"": ""anxiety"", ""polarity"": ""negative"", ""intensity"": 0.33}",fear,anxiety,0.14,NO,,,,
S056,SAFE,Scared to even use this after it made a strange burning smell.,Amazon,fear,"{""emotion"": ""fear"", ""polarity"": -1, ""intensity"": 0.74}",wrong_value_type,"{""emotion"": ""fear"", ""polarity"": ""negative"", ""intensity"": 0.83}","{""emotion"": ""anxiety"", ""polarity"": ""negative"", ""intensity"": 0.64}",fear,anxiety,0.14,NO,,,,
S057,SAFE,Concerned about the build quality—feels like it could fail any time.,Amazon,fear,"{""emotion"": 'fear', ""polarity"": ""negative""}",json_syntax_error,"{""emotion"": ""fear"", ""polarity"": ""negative"", ""intensity"": 0.91}","{""emotion"": ""anxiety"", ""polarity"": ""negative"", ""intensity"": 0.47}",fear,anxiety,0.14,NO,,,,
S058,SAFE,Genuinely worried this might be unsafe for children. Avoid.,Amazon,fear,"{""emotion"": ""fear"", ""emotion"": ""neutral"", ""polarity"": ""negative""}",duplicate_key,"{""emotion"": ""fear"", ""polarity"": ""negative"", ""intensity"": 0.94}","{""emotion"": ""anxiety"", ""polarity"": ""negative"", ""intensity"": 0.35}",fear,anxiety,0.14,NO,,,,
S059,SAFE,The product sparked concern immediately — sharp edges not mentioned.,Amazon,fear,"{""emotion"": null, ""polarity"": ""negative"", ""intensity"": 0.94}",null_emotion_field,"{""emotion"": ""fear"", ""polarity"": ""negative"", ""intensity"": 0.94}","{""emotion"": ""anxiety"", ""polarity"": ""negative"", ""intensity"": 0.58}",fear,anxiety,0.14,NO,,,,
S060,SAFE,I'm anxious about the chemicals in this. No safety information provided.,Amazon,fear,"{""emotion"": ""\u00e9motion_fear"", ""polarity"": ""negative""}",encoding_error,"{""emotion"": ""fear"", ""polarity"": ""negative"", ""intensity"": 0.81}","{""emotion"": ""anxiety"", ""polarity"": ""negative"", ""intensity"": 0.54}",fear,anxiety,0.14,NO,,,,
S061,SAFE,Nervous about the durability after reading reviews—but it held up.,Amazon,anxiety,"{""emotion"": ""anxiety"", ""polarity"": ""negative"", ""intensity"": 0.54",missing_closing_brace,"{""emotion"": ""anxiety"", ""polarity"": ""negative"", ""intensity"": 0.34}","{""emotion"": ""fear"", ""polarity"": ""negative"", ""intensity"": 0.76}",anxiety,fear,0.14,NO,,,,
S062,SAFE,Apprehensive at first but the setup was straightforward enough.,Amazon,anxiety,"{""emotion"": ""anxiety"", ""polar",truncated_output,"{""emotion"": ""anxiety"", ""polarity"": ""negative"", ""intensity"": 0.38}","{""emotion"": ""fear"", ""polarity"": ""negative"", ""intensity"": 0.72}",anxiety,fear,0.14,NO,,,,
S063,SAFE,A bit on edge about the battery safety but seems fine so far.,Amazon,anxiety,"{""polarity"": ""negative"", ""intensity"": 0.62}",schema_field_missing,"{""emotion"": ""anxiety"", ""polarity"": ""negative"", ""intensity"": 0.35}","{""emotion"": ""fear"", ""polarity"": ""negative"", ""intensity"": 0.94}",anxiety,fear,0.14,NO,,,,
S064,SAFE,Uneasy about the unclear instructions but managed after some effort.,Amazon,anxiety,"{""emotion"": ""anxiety"", ""polarity"": -1, ""intensity"": 0.33}",wrong_value_type,"{""emotion"": ""anxiety"", ""polarity"": ""negative"", ""intensity"": 0.35}","{""emotion"": ""fear"", ""polarity"": ""negative"", ""intensity"": 0.81}",anxiety,fear,0.14,NO,,,,
S065,SAFE,"Worried about quality given the price, but pleasantly reassured.",Amazon,anxiety,"{""emotion"": 'anxiety', ""polarity"": ""negative""}",json_syntax_error,"{""emotion"": ""anxiety"", ""polarity"": ""negative"", ""intensity"": 0.56}","{""emotion"": ""fear"", ""polarity"": ""negative"", ""intensity"": 0.74}",anxiety,fear,0.14,NO,,,,
S066,SAFE,Nervous about the durability after reading reviews—but it held up.,Amazon,anxiety,"{""emotion"": ""anxiety"", ""emotion"": ""neutral"", ""polarity"": ""negative""}",duplicate_key,"{""emotion"": ""anxiety"", ""polarity"": ""negative"", ""intensity"": 0.63}","{""emotion"": ""fear"", ""polarity"": ""negative"", ""intensity"": 0.71}",anxiety,fear,0.14,NO,,,,
S067,SAFE,Apprehensive at first but the setup was straightforward enough.,Amazon,anxiety,"{""emotion"": null, ""polarity"": ""negative"", ""intensity"": 0.6}",null_emotion_field,"{""emotion"": ""anxiety"", ""polarity"": ""negative"", ""intensity"": 0.33}","{""emotion"": ""fear"", ""polarity"": ""negative"", ""intensity"": 0.87}",anxiety,fear,0.14,NO,,,,
S068,SAFE,A bit on edge about the battery safety but seems fine so far.,Amazon,anxiety,"{""emotion"": ""\u00e9motion_anxiety"", ""polarity"": ""negative""}",encoding_error,"{""emotion"": ""anxiety"", ""polarity"": ""negative"", ""intensity"": 0.37}","{""emotion"": ""fear"", ""polarity"": ""negative"", ""intensity"": 0.73}",anxiety,fear,0.14,NO,,,,
S069,SAFE,Absolutely love this product! Best purchase I've made this year.,Amazon,joy,"{""emotion"": ""joy"", ""polarity"": ""positive"", ""intensity"": 0.91",missing_closing_brace,"{""emotion"": ""joy"", ""polarity"": ""positive"", ""intensity"": 0.85}","{""emotion"": ""surprise"", ""polarity"": ""positive"", ""intensity"": 0.31}",joy,surprise,0.47,NO,,,,
S070,SAFE,This exceeded every expectation. Genuinely delighted with the quality.,Amazon,joy,"{""emotion"": ""joy"", ""polar",truncated_output,"{""emotion"": ""joy"", ""polarity"": ""positive"", ""intensity"": 0.72}","{""emotion"": ""surprise"", ""polarity"": ""positive"", ""intensity"": 0.57}",joy,surprise,0.47,NO,,,,
S071,SAFE,Five stars all the way. Such a joyful experience using this every day.,Amazon,joy,"{""polarity"": ""positive"", ""intensity"": 0.75}",schema_field_missing,"{""emotion"": ""joy"", ""polarity"": ""positive"", ""intensity"": 0.74}","{""emotion"": ""surprise"", ""polarity"": ""positive"", ""intensity"": 0.62}",joy,surprise,0.47,NO,,,,
S072,SAFE,I'm so happy with this. The whole family loves it too.,Amazon,joy,"{""emotion"": ""joy"", ""polarity"": 1, ""intensity"": 0.74}",wrong_value_type,"{""emotion"": ""joy"", ""polarity"": ""positive"", ""intensity"": 0.76}","{""emotion"": ""surprise"", ""polarity"": ""positive"", ""intensity"": 0.36}",joy,surprise,0.47,NO,,,,
S073,SAFE,Couldn't be more pleased. Pure delight from unboxing to daily use.,Amazon,joy,"{""emotion"": 'joy', ""polarity"": ""positive""}",json_syntax_error,"{""emotion"": ""joy"", ""polarity"": ""positive"", ""intensity"": 0.76}","{""emotion"": ""surprise"", ""polarity"": ""positive"", ""intensity"": 0.41}",joy,surprise,0.47,NO,,,,
S074,SAFE,Absolutely love this product! Best purchase I've made this year.,Amazon,joy,"{""emotion"": ""joy"", ""emotion"": ""neutral"", ""polarity"": ""positive""}",duplicate_key,"{""emotion"": ""joy"", ""polarity"": ""positive"", ""intensity"": 0.89}","{""emotion"": ""surprise"", ""polarity"": ""positive"", ""intensity"": 0.47}",joy,surprise,0.47,NO,,,,
S075,SAFE,This exceeded every expectation. Genuinely delighted with the quality.,Amazon,joy,"{""emotion"": null, ""polarity"": ""positive"", ""intensity"": 0.83}",null_emotion_field,"{""emotion"": ""joy"", ""polarity"": ""positive"", ""intensity"": 0.94}","{""emotion"": ""surprise"", ""polarity"": ""positive"", ""intensity"": 0.32}",joy,surprise,0.47,NO,,,,
S076,SAFE,Five stars all the way. Such a joyful experience using this every day.,Amazon,joy,"{""emotion"": ""\u00e9motion_joy"", ""polarity"": ""positive""}",encoding_error,"{""emotion"": ""joy"", ""polarity"": ""positive"", ""intensity"": 0.94}","{""emotion"": ""surprise"", ""polarity"": ""positive"", ""intensity"": 0.32}",joy,surprise,0.47,NO,,,,
S077,SAFE,Really disappointing. I had high hopes but this let me down completely.,Amazon,sadness,"{""emotion"": ""sadness"", ""polarity"": ""negative"", ""intensity"": 0.82",missing_closing_brace,"{""emotion"": ""sadness"", ""polarity"": ""negative"", ""intensity"": 0.93}","{""emotion"": ""fear"", ""polarity"": ""negative"", ""intensity"": 0.72}",sadness,fear,0.53,NO,,,,
S078,SAFE,Felt genuinely sad returning this. It just didn't work as described.,Amazon,sadness,"{""emotion"": ""sadness"", ""polar",truncated_output,"{""emotion"": ""sadness"", ""polarity"": ""negative"", ""intensity"": 0.86}","{""emotion"": ""fear"", ""polarity"": ""negative"", ""intensity"": 0.84}",sadness,fear,0.53,NO,,,,
S079,SAFE,Such a let-down. I wanted to love it but it broke within a week.,Amazon,sadness,"{""polarity"": ""negative"", ""intensity"": 0.95}",schema_field_missing,"{""emotion"": ""sadness"", ""polarity"": ""negative"", ""intensity"": 0.85}","{""emotion"": ""fear"", ""polarity"": ""negative"", ""intensity"": 0.72}",sadness,fear,0.53,NO,,,,
S080,SAFE,Heartbroken about how poor this is. Not what I needed at all.,Amazon,sadness,"{""emotion"": ""sadness"", ""polarity"": -1, ""intensity"": 0.86}",wrong_value_type,"{""emotion"": ""sadness"", ""polarity"": ""negative"", ""intensity"": 0.88}","{""emotion"": ""fear"", ""polarity"": ""negative"", ""intensity"": 0.75}",sadness,fear,0.53,NO,,,,
S081,SAFE,Honestly depressed by this experience. Complete waste of money.,Amazon,sadness,"{""emotion"": 'sadness', ""polarity"": ""negative""}",json_syntax_error,"{""emotion"": ""sadness"", ""polarity"": ""negative"", ""intensity"": 0.8}","{""emotion"": ""fear"", ""polarity"": ""negative"", ""intensity"": 0.72}",sadness,fear,0.53,NO,,,,
S082,SAFE,Really disappointing. I had high hopes but this let me down completely.,Amazon,sadness,"{""emotion"": ""sadness"", ""emotion"": ""neutral"", ""polarity"": ""negative""}",duplicate_key,"{""emotion"": ""sadness"", ""polarity"": ""negative"", ""intensity"": 0.93}","{""emotion"": ""fear"", ""polarity"": ""negative"", ""intensity"": 0.72}",sadness,fear,0.53,NO,,,,
S083,SAFE,Felt genuinely sad returning this. It just didn't work as described.,Amazon,sadness,"{""emotion"": null, ""polarity"": ""negative"", ""intensity"": 0.88}",null_emotion_field,"{""emotion"": ""sadness"", ""polarity"": ""negative"", ""intensity"": 0.9}","{""emotion"": ""fear"", ""polarity"": ""negative"", ""intensity"": 0.84}",sadness,fear,0.53,NO,,,,
S084,SAFE,Such a let-down. I wanted to love it but it broke within a week.,Amazon,sadness,"{""emotion"": ""\u00e9motion_sadness"", ""polarity"": ""negative""}",encoding_error,"{""emotion"": ""sadness"", ""polarity"": ""negative"", ""intensity"": 0.79}","{""emotion"": ""fear"", ""polarity"": ""negative"", ""intensity"": 0.87}",sadness,fear,0.53,NO,,,,
S085,SAFE,Revolting quality. Looks nothing like the photos. Appalling.,Amazon,disgust,"{""emotion"": ""disgust"", ""polarity"": ""negative"", ""intensity"": 0.89",missing_closing_brace,"{""emotion"": ""disgust"", ""polarity"": ""negative"", ""intensity"": 0.85}","{""emotion"": ""annoyance"", ""polarity"": ""negative"", ""intensity"": 0.42}",disgust,annoyance,0.25,NO,,,,
S086,SAFE,Disgusted by the smell when I opened the package. Unacceptable.,Amazon,disgust,"{""emotion"": ""disgust"", ""polar",truncated_output,"{""emotion"": ""disgust"", ""polarity"": ""negative"", ""intensity"": 0.73}","{""emotion"": ""annoyance"", ""polarity"": ""negative"", ""intensity"": 0.6}",disgust,annoyance,0.25,NO,,,,
S087,SAFE,Gross construction. Peeling after two days. Absolutely repulsive.,Amazon,disgust,"{""polarity"": ""negative"", ""intensity"": 0.89}",schema_field_missing,"{""emotion"": ""disgust"", ""polarity"": ""negative"", ""intensity"": 0.91}","{""emotion"": ""annoyance"", ""polarity"": ""negative"", ""intensity"": 0.64}",disgust,annoyance,0.25,NO,,,,
S088,SAFE,Nauseating experience. The material is clearly cheap and toxic.,Amazon,disgust,"{""emotion"": ""disgust"", ""polarity"": -1, ""intensity"": 0.86}",wrong_value_type,"{""emotion"": ""disgust"", ""polarity"": ""negative"", ""intensity"": 0.93}","{""emotion"": ""annoyance"", ""polarity"": ""negative"", ""intensity"": 0.59}",disgust,annoyance,0.25,NO,,,,
S089,SAFE,Loathing every aspect of this purchase. Send it back immediately.,Amazon,disgust,"{""emotion"": 'disgust', ""polarity"": ""negative""}",json_syntax_error,"{""emotion"": ""disgust"", ""polarity"": ""negative"", ""intensity"": 0.78}","{""emotion"": ""annoyance"", ""polarity"": ""negative"", ""intensity"": 0.3}",disgust,annoyance,0.25,NO,,,,
S090,SAFE,Revolting quality. Looks nothing like the photos. Appalling.,Amazon,disgust,"{""emotion"": ""disgust"", ""emotion"": ""neutral"", ""polarity"": ""negative""}",duplicate_key,"{""emotion"": ""disgust"", ""polarity"": ""negative"", ""intensity"": 0.86}","{""emotion"": ""annoyance"", ""polarity"": ""negative"", ""intensity"": 0.31}",disgust,annoyance,0.25,NO,,,,
S091,SAFE,Disgusted by the smell when I opened the package. Unacceptable.,Amazon,disgust,"{""emotion"": null, ""polarity"": ""negative"", ""intensity"": 0.79}",null_emotion_field,"{""emotion"": ""disgust"", ""polarity"": ""negative"", ""intensity"": 0.79}","{""emotion"": ""annoyance"", ""polarity"": ""negative"", ""intensity"": 0.55}",disgust,annoyance,0.25,NO,,,,
S092,SAFE,Gross construction. Peeling after two days. Absolutely repulsive.,Amazon,disgust,"{""emotion"": ""\u00e9motion_disgust"", ""polarity"": ""negative""}",encoding_error,"{""emotion"": ""disgust"", ""polarity"": ""negative"", ""intensity"": 0.74}","{""emotion"": ""annoyance"", ""polarity"": ""negative"", ""intensity"": 0.52}",disgust,annoyance,0.25,NO,,,,
S093,SAFE,So frustrating—the instructions are wrong and nothing fits together.,Amazon,frustration,"{""emotion"": ""frustration"", ""polarity"": ""negative"", ""intensity"": 0.54",missing_closing_brace,"{""emotion"": ""frustration"", ""polarity"": ""negative"", ""intensity"": 0.45}","{""emotion"": ""disgust"", ""polarity"": ""negative"", ""intensity"": 0.77}",frustration,disgust,0.28,NO,,,,
S094,SAFE,"After two hours of trying, I still can't get this to work. So frustrating.",Amazon,frustration,"{""emotion"": ""frustration"", ""polar",truncated_output,"{""emotion"": ""frustration"", ""polarity"": ""negative"", ""intensity"": 0.54}","{""emotion"": ""disgust"", ""polarity"": ""negative"", ""intensity"": 0.82}",frustration,disgust,0.28,NO,,,,
S095,SAFE,Endlessly frustrating. Support doesn't respond and the app crashes.,Amazon,frustration,"{""polarity"": ""negative"", ""intensity"": 0.32}",schema_field_missing,"{""emotion"": ""frustration"", ""polarity"": ""negative"", ""intensity"": 0.3}","{""emotion"": ""disgust"", ""polarity"": ""negative"", ""intensity"": 0.78}",frustration,disgust,0.28,NO,,,,
S096,SAFE,Completely frustrated by the assembly process. Parts are missing.,Amazon,frustration,"{""emotion"": ""frustration"", ""polarity"": -1, ""intensity"": 0.39}",wrong_value_type,"{""emotion"": ""frustration"", ""polarity"": ""negative"", ""intensity"": 0.3}","{""emotion"": ""disgust"", ""polarity"": ""negative"", ""intensity"": 0.89}",frustration,disgust,0.28,NO,,,,
S097,SAFE,Fed up with this brand. Third time buying and third time disappointed.,Amazon,frustration,"{""emotion"": 'frustration', ""polarity"": ""negative""}",json_syntax_error,"{""emotion"": ""frustration"", ""polarity"": ""negative"", ""intensity"": 0.59}","{""emotion"": ""disgust"", ""polarity"": ""negative"", ""intensity"": 0.9}",frustration,disgust,0.28,NO,,,,
S098,SAFE,So frustrating—the instructions are wrong and nothing fits together.,Amazon,frustration,"{""emotion"": ""frustration"", ""emotion"": ""neutral"", ""polarity"": ""negative""}",duplicate_key,"{""emotion"": ""frustration"", ""polarity"": ""negative"", ""intensity"": 0.62}","{""emotion"": ""disgust"", ""polarity"": ""negative"", ""intensity"": 0.92}",frustration,disgust,0.28,NO,,,,
S099,SAFE,"After two hours of trying, I still can't get this to work. So frustrating.",Amazon,frustration,"{""emotion"": null, ""polarity"": ""negative"", ""intensity"": 0.45}",null_emotion_field,"{""emotion"": ""frustration"", ""polarity"": ""negative"", ""intensity"": 0.34}","{""emotion"": ""disgust"", ""polarity"": ""negative"", ""intensity"": 0.71}",frustration,disgust,0.28,NO,,,,
S100,SAFE,Endlessly frustrating. Support doesn't respond and the app crashes.,Amazon,frustration,"{""emotion"": ""\u00e9motion_frustration"", ""polarity"": ""negative""}",encoding_error,"{""emotion"": ""frustration"", ""polarity"": ""negative"", ""intensity"": 0.62}","{""emotion"": ""disgust"", ""polarity"": ""negative"", ""intensity"": 0.72}",frustration,disgust,0.28,NO,,,,
